epoch;rtt;cp
2016-10-12 23:42:49;28,50786446;0
2016-10-12 23:46:49;30,27601508;0
2016-10-12 23:50:49;29,13382772;0
2016-10-12 23:54:49;28,90420315;0
2016-10-12 23:58:49;29,97741744;0
2016-10-13 00:02:49;28,90699632;0
2016-10-13 00:06:49;28,79382265;0
2016-10-13 00:10:49;28,80794771;0
2016-10-13 00:14:49;28,52346652;0
2016-10-13 00:18:49;28,83121139;0
2016-10-13 00:22:49;29,65790858;0
2016-10-13 00:26:49;28,56030635;0
2016-10-13 00:30:49;29,21982241;0
2016-10-13 00:34:49;29,56594985;0
2016-10-13 00:38:49;29,10773559;0
2016-10-13 00:42:49;28,49348181;0
2016-10-13 00:46:49;28,51909464;0
2016-10-13 00:50:49;28,93913856;0
2016-10-13 00:54:49;28,7174508;0
2016-10-13 00:58:49;29,18636634;0
2016-10-13 01:02:49;28,6200486;0
2016-10-13 01:06:49;28,67401571;0
2016-10-13 01:10:49;28,98527347;0
2016-10-13 01:14:49;28,86306128;0
2016-10-13 01:18:49;28,64553241;0
2016-10-13 01:22:49;28,53080591;0
2016-10-13 01:26:49;28,70183832;0
2016-10-13 01:30:49;28,72088232;0
2016-10-13 01:34:49;28,48963893;0
2016-10-13 01:38:49;29,18396955;0
2016-10-13 01:42:49;28,5843643;0
2016-10-13 01:46:49;28,6531607;0
2016-10-13 01:50:49;28,84066312;0
2016-10-13 01:54:49;30,83508576;0
2016-10-13 01:58:49;28,63622411;0
2016-10-13 02:02:49;29,53103155;0
2016-10-13 02:06:49;28,57404591;0
2016-10-13 02:10:49;29,0696357;0
2016-10-13 02:14:49;28,52182535;0
2016-10-13 02:18:49;28,92006383;0
2016-10-13 02:22:49;29,46762118;0
2016-10-13 02:26:49;28,53741203;0
2016-10-13 02:30:49;28,72909136;0
2016-10-13 02:34:49;28,99530998;0
2016-10-13 02:38:49;28,7365346;0
2016-10-13 02:42:49;29,08037414;0
2016-10-13 02:46:49;28,85297725;0
2016-10-13 02:50:49;28,49383346;0
2016-10-13 02:54:49;29,45497644;0
2016-10-13 02:58:49;30,62769356;0
2016-10-13 03:02:49;29,17549341;0
2016-10-13 03:06:49;28,4931276;0
2016-10-13 03:10:49;29,14855933;0
2016-10-13 03:14:49;29,31873381;0
2016-10-13 03:18:49;28,49571875;0
2016-10-13 03:22:49;28,91522452;0
2016-10-13 03:26:49;29,68420248;0
2016-10-13 03:30:49;29,06382343;0
2016-10-13 03:34:49;29,26685339;0
2016-10-13 03:38:49;28,9998766;0
2016-10-13 03:42:49;28,92929271;0
2016-10-13 03:46:49;28,84399329;0
2016-10-13 03:50:49;28,7083059;0
2016-10-13 03:54:49;28,63578035;0
2016-10-13 03:58:49;29,34774048;0
2016-10-13 04:02:49;28,79368318;0
2016-10-13 04:06:49;28,59016586;0
2016-10-13 04:10:49;29,40415765;0
