epoch;rtt;cp
2016-10-13 00:51:11;193,7765201;0
2016-10-13 00:55:11;194,3982627;0
2016-10-13 00:59:11;193,6399352;0
2016-10-13 01:03:11;193,7131632;0
2016-10-13 01:07:11;193,8340909;0
2016-10-13 01:11:11;193,6726379;0
2016-10-13 01:15:11;193,7823482;0
2016-10-13 01:19:11;194,026947;0
2016-10-13 01:23:11;193,6718636;0
2016-10-13 01:27:11;193,5997926;0
2016-10-13 01:31:11;193,6319323;0
2016-10-13 01:35:11;194,8543434;0
2016-10-13 01:39:11;194,0956048;0
2016-10-13 01:43:11;194,0578043;0
2016-10-13 01:47:11;194,0185901;0
2016-10-13 01:51:11;195,0519033;0
2016-10-13 01:55:11;194,036873;0
2016-10-13 01:59:11;193,6337681;0
2016-10-13 02:03:11;194,4038099;0
2016-10-13 02:07:11;193,6828394;0
2016-10-13 02:11:11;193,6125146;0
2016-10-13 02:15:11;194,8636918;0
2016-10-13 02:19:11;193,7378182;0
2016-10-13 02:23:11;194,3528403;0
2016-10-13 02:27:11;194,2139687;0
2016-10-13 02:31:11;193,9524897;0
2016-10-13 02:35:11;193,5746029;0
2016-10-13 02:39:11;194,4001535;0
2016-10-13 02:43:11;193,9686823;0
2016-10-13 02:47:11;193,6088522;0
2016-10-13 02:51:11;194,4333025;0
2016-10-13 02:55:11;193,6159839;0
2016-10-13 02:59:11;195,3371918;0
2016-10-13 03:03:11;193,8156449;0
2016-10-13 03:07:11;193,7539857;0
2016-10-13 03:11:11;194,1647571;0
2016-10-13 03:15:11;193,8330079;0
2016-10-13 03:19:11;193,8196512;0
2016-10-13 03:23:11;193,5721707;0
2016-10-13 03:27:11;194,3879412;0
2016-10-13 03:31:11;193,7669717;0
2016-10-13 03:35:11;194,2963239;0
2016-10-13 03:39:11;193,6413949;0
2016-10-13 03:43:11;193,9721098;0
2016-10-13 03:47:11;193,833784;0
2016-10-13 03:51:11;193,6303514;0
2016-10-13 03:55:11;193,7623403;0
2016-10-13 03:59:11;193,8065722;0
2016-10-13 04:03:11;193,767247;0
2016-10-13 04:07:11;195,136387;0
2016-10-13 04:11:11;194,0771675;0
2016-10-13 04:15:11;193,5888777;0
2016-10-13 04:19:11;197,0827282;0
2016-10-13 04:23:11;193,7905711;0
2016-10-13 04:27:11;193,715534;0
2016-10-13 04:31:11;194,3699243;0
2016-10-13 04:35:11;195,5401779;0
2016-10-13 04:39:11;194,0036418;0
2016-10-13 04:43:11;193,6624917;0
2016-10-13 04:47:11;194,3768141;0
2016-10-13 04:51:11;194,3782893;0
2016-10-13 04:55:11;194,3182849;0
2016-10-13 04:59:11;195,0875345;0
2016-10-13 05:03:11;193,8748178;0
2016-10-13 05:07:11;193,8216807;0
2016-10-13 05:11:11;194,0063871;0
2016-10-13 05:15:11;194,5410203;0
2016-10-13 05:19:11;193,5872516;0
2016-10-13 05:23:11;194,0201275;0
2016-10-13 05:27:11;194,1807306;0
2016-10-13 05:31:11;194,0138656;0
