epoch;rtt;cp
2016-10-14 21:18:27;249.4646;0
2016-10-14 21:22:27;249.26237;0
2016-10-14 21:26:28;249.17932;0
2016-10-14 21:30:29;249.201345;0
2016-10-14 21:34:28;249.471205;0
2016-10-14 21:38:28;249.48902;0
2016-10-14 21:42:27;249.404005;0
2016-10-14 21:46:28;249.505765;0
2016-10-14 21:50:27;249.300815;0
2016-10-14 21:54:30;249.310535;0
2016-10-14 21:58:28;249.381085;0
2016-10-14 22:02:28;249.42321;0
2016-10-14 22:06:29;250.089695;0
2016-10-14 22:10:28;249.457125;0
2016-10-14 22:14:27;249.315215;0
2016-10-14 22:18:28;249.501065;0
2016-10-14 22:22:28;249.645275;0
2016-10-14 22:26:29;249.473155;0
2016-10-14 22:30:27;249.344055;0
2016-10-14 22:34:29;249.65192;0
2016-10-14 22:38:28;249.33375;0
2016-10-14 22:42:30;249.391415;0
2016-10-14 22:46:30;249.132445;0
2016-10-14 22:50:29;249.58148;0
2016-10-14 22:54:28;249.711895;0
2016-10-14 22:58:29;249.786315;0
2016-10-14 23:02:30;249.76972;0
2016-10-14 23:06:27;250.074305;0
2016-10-14 23:10:29;249.69972;0
2016-10-14 23:14:27;249.49247;0
2016-10-14 23:18:27;249.454585;0
2016-10-14 23:22:27;249.390855;0
2016-10-14 23:26:28;249.56486;0
2016-10-14 23:30:29;249.400335;0
2016-10-14 23:34:27;249.320675;0
2016-10-14 23:38:30;249.31781;0
2016-10-14 23:42:28;249.65247;0
2016-10-14 23:46:29;249.626235;0
2016-10-14 23:50:29;249.22189;0
2016-10-14 23:54:28;249.59493;0
2016-10-14 23:58:30;249.37277;0
2016-10-15 00:02:30;249.359465;0
2016-10-15 00:06:30;249.443855;0
2016-10-15 00:10:27;249.4075;0
2016-10-15 00:14:27;249.309815;0
2016-10-15 00:18:29;249.22302;0
2016-10-15 00:22:27;249.29312;0
2016-10-15 00:26:29;249.35853;0
2016-10-15 00:30:28;249.1712;0
2016-10-15 00:34:28;249.41849;0
2016-10-15 00:38:28;249.438605;0
2016-10-15 00:42:29;248.873825;0
2016-10-15 00:46:29;249.188885;0
2016-10-15 00:50:27;249.66081;0
2016-10-15 00:54:28;249.38918;0
2016-10-15 00:58:29;249.55575;0
2016-10-15 01:02:27;249.25684;0
