epoch;rtt;cp
2016-10-01 00:03:14;234.724385;0
2016-10-01 00:07:14;235.068535;0
2016-10-01 00:11:13;235.032365;0
2016-10-01 00:15:11;234.84445;0
2016-10-01 00:19:14;234.906385;0
2016-10-01 00:23:12;234.965615;0
2016-10-01 00:27:11;234.983315;0
2016-10-01 00:31:12;234.58136;0
2016-10-01 00:35:13;234.552035;0
2016-10-01 00:39:13;235.04859;0
2016-10-01 00:43:13;234.86371;0
2016-10-01 00:47:11;235.034455;0
2016-10-01 00:51:14;234.74735;0
2016-10-01 00:55:13;234.97844;0
2016-10-01 00:59:14;234.52414;0
2016-10-01 01:03:13;234.58519;0
2016-10-01 01:07:12;234.60935;0
2016-10-01 01:11:12;234.74588;0
2016-10-01 01:15:13;235.047845;0
2016-10-01 01:19:11;234.935715;0
2016-10-01 01:23:11;235.04813;0
2016-10-01 01:27:11;234.891315;0
2016-10-01 01:31:12;235.24449;0
2016-10-01 01:35:13;234.705955;0
2016-10-01 01:39:14;234.65586;0
2016-10-01 01:43:13;234.89743;0
2016-10-01 01:47:12;234.8881;0
2016-10-01 01:51:11;241.703415;0
2016-10-01 01:55:12;234.95427;0
2016-10-01 01:59:12;234.9555;0
2016-10-01 02:03:11;234.57307;0
2016-10-01 02:07:12;234.618515;0
2016-10-01 02:11:11;234.69541;0
2016-10-01 02:15:11;234.90075;0
2016-10-01 02:19:12;235.01629;0
2016-10-01 02:23:11;234.9346;0
2016-10-01 02:27:12;235.03003;0
2016-10-01 02:31:12;235.09178;0
2016-10-01 02:35:11;234.850575;0
2016-10-01 02:39:13;235.17809;0
2016-10-01 02:43:11;234.674755;0
2016-10-01 02:47:13;234.751055;0
2016-10-01 02:51:11;235.28832;0
2016-10-01 02:55:11;235.462215;0
2016-10-01 02:59:14;235.045665;0
2016-10-01 03:03:12;234.959785;0
2016-10-01 03:07:13;235.301735;0
2016-10-01 03:11:12;235.155815;0
2016-10-01 03:15:12;234.7404;0
2016-10-01 03:19:14;234.577875;0
2016-10-01 03:23:12;235.08792;0
