epoch;rtt;cp
13/10/2016 00:38;70,92675121;0
13/10/2016 00:42;70,65405069;0
13/10/2016 00:46;70,55295281;0
13/10/2016 00:50;70,85248322;0
13/10/2016 00:54;70,74676147;0
13/10/2016 00:58;70,66984553;0
13/10/2016 01:02;70,57842525;0
13/10/2016 01:06;70,54334653;0
13/10/2016 01:10;70,60914001;0
13/10/2016 01:14;71,35554171;0
13/10/2016 01:18;70,57598894;0
13/10/2016 01:22;70,54279173;0
13/10/2016 01:26;70,64816404;0
13/10/2016 01:30;70,56822477;0
13/10/2016 01:34;70,56518972;0
13/10/2016 01:38;70,6092666;0
13/10/2016 01:42;70,75111011;0
13/10/2016 01:46;70,5920857;0
13/10/2016 01:50;70,55188696;0
13/10/2016 01:54;70,95448756;0
13/10/2016 01:58;70,55055974;0
13/10/2016 02:02;70,67882706;0
13/10/2016 02:06;70,86246821;0
13/10/2016 02:10;70,77046182;0
13/10/2016 02:14;70,78197447;0
13/10/2016 02:18;70,59471046;0
13/10/2016 02:22;70,59721861;0
13/10/2016 02:26;70,58770037;0
13/10/2016 02:30;70,73806078;0
13/10/2016 02:34;71,12326866;0
13/10/2016 02:38;70,97127342;0
13/10/2016 02:42;70,54986946;0
13/10/2016 02:46;70,55473195;0
13/10/2016 02:50;70,83627531;0
13/10/2016 02:54;70,64524049;0
13/10/2016 02:58;70,68678153;0
13/10/2016 03:02;70,9555646;0
13/10/2016 03:06;70,74147251;0
13/10/2016 03:10;70,90543417;0
13/10/2016 03:14;71,15044048;0
13/10/2016 03:18;70,96907377;0
13/10/2016 03:22;70,61339245;0
13/10/2016 03:26;71,15284562;0
13/10/2016 03:30;70,71947268;0
13/10/2016 03:34;70,91083676;0
13/10/2016 03:38;70,63316663;0
13/10/2016 03:42;70,83800927;0
13/10/2016 03:46;70,61431495;0
13/10/2016 03:50;70,58352519;0
13/10/2016 03:54;70,99119856;0
13/10/2016 03:58;70,55816865;0
13/10/2016 04:02;70,57519487;0
13/10/2016 04:06;70,63810055;0
13/10/2016 04:10;71,04844918;0
13/10/2016 04:14;70,79392995;0
13/10/2016 04:18;70,78376969;0
13/10/2016 04:22;70,53839133;0
13/10/2016 04:26;70,65017185;0
13/10/2016 04:30;71,37207065;0
13/10/2016 04:34;70,70830934;0
13/10/2016 04:38;70,77813607;0
13/10/2016 04:42;70,79014773;0
13/10/2016 04:46;70,69855314;0
13/10/2016 04:50;70,85530777;0
13/10/2016 04:54;70,54315491;0
13/10/2016 04:58;71,05358822;0
13/10/2016 05:02;71,15400348;0
13/10/2016 05:06;70,58057438;0
13/10/2016 05:10;70,60338025;0
13/10/2016 05:14;70,64668388;0
13/10/2016 05:18;70,62469912;0
13/10/2016 05:22;70,9732102;0
13/10/2016 05:26;71,09083947;0
13/10/2016 05:30;70,63888119;0
13/10/2016 05:34;71,16124041;0
13/10/2016 05:38;70,5656215;0
13/10/2016 05:42;70,6934266;0
13/10/2016 05:46;70,59913333;0
13/10/2016 05:50;70,55671222;0
13/10/2016 05:54;70,78234674;0
13/10/2016 05:58;70,61332559;0
13/10/2016 06:02;70,77919133;0
13/10/2016 06:06;70,65198936;0
13/10/2016 06:10;70,65894153;0
13/10/2016 06:14;70,56495691;0
13/10/2016 06:18;70,90068407;0
13/10/2016 06:22;70,63691144;0
13/10/2016 06:26;70,56968884;0
13/10/2016 06:30;70,71447786;0
13/10/2016 06:34;70,73825159;0
13/10/2016 06:38;70,57302804;0
13/10/2016 06:42;70,72219961;0
13/10/2016 06:46;70,67105156;0
13/10/2016 06:50;70,58953176;0
13/10/2016 06:54;70,72057569;0
13/10/2016 06:58;70,53871422;0
13/10/2016 07:02;70,65289351;0
13/10/2016 07:06;71,49774767;0
13/10/2016 07:10;71,04322885;0
13/10/2016 07:14;70,82712803;0
13/10/2016 07:18;70,67020356;0
13/10/2016 07:22;70,94225338;0
13/10/2016 07:26;71,15297924;0
13/10/2016 07:30;70,61943857;0
