epoch;rtt;cp
13/10/2016 01:48;48,96964329;0
13/10/2016 01:52;49,19818688;0
13/10/2016 01:56;49,521745;0
13/10/2016 02:00;49,10858715;0
13/10/2016 02:04;49,14261298;0
13/10/2016 02:08;49,02490239;0
13/10/2016 02:12;49,19101118;0
13/10/2016 02:16;48,8956918;0
13/10/2016 02:20;49,03703501;0
13/10/2016 02:24;48,88338;0
13/10/2016 02:28;49,12338549;0
13/10/2016 02:32;49,30733862;0
13/10/2016 02:36;49,00403079;0
13/10/2016 02:40;49,02741714;0
13/10/2016 02:44;49,06704419;0
13/10/2016 02:48;49,01144662;0
13/10/2016 02:52;48,91353197;0
13/10/2016 02:56;49,01334018;0
13/10/2016 03:00;48,8995335;0
13/10/2016 03:04;49,00448211;0
13/10/2016 03:08;48,95344656;0
13/10/2016 03:12;49,03034321;0
13/10/2016 03:16;49,42420087;0
13/10/2016 03:20;49,26472552;0
13/10/2016 03:24;49,01894674;0
13/10/2016 03:28;49,09985681;0
13/10/2016 03:32;49,01624639;0
13/10/2016 03:36;49,02314863;0
13/10/2016 03:40;48,85847832;0
13/10/2016 03:44;49,44950891;0
13/10/2016 03:48;48,92649554;0
13/10/2016 03:52;49,32412781;0
13/10/2016 03:56;48,86392422;0
13/10/2016 04:00;48,87759449;0
13/10/2016 04:04;49,02645222;0
13/10/2016 04:08;49,46386096;0
13/10/2016 04:12;49,26166163;0
13/10/2016 04:16;49,03741318;0
13/10/2016 04:20;48,84948323;0
13/10/2016 04:24;48,93806699;0
13/10/2016 04:28;49,20289921;0
13/10/2016 04:32;48,91668699;0
13/10/2016 04:36;48,87331784;0
13/10/2016 04:40;48,94458784;0
13/10/2016 04:44;49,00143362;0
13/10/2016 04:48;49,0351427;0
13/10/2016 04:52;49,12492721;0
13/10/2016 04:56;49,23529753;0
13/10/2016 05:00;49,01077259;0
13/10/2016 05:04;48,93499519;0
13/10/2016 05:08;49,03213632;0
13/10/2016 05:12;49,51475536;0
13/10/2016 05:16;49,57193083;0
13/10/2016 05:20;48,89271053;0
13/10/2016 05:24;48,87474506;0
13/10/2016 05:28;49,3579668;0
13/10/2016 05:32;48,95635074;0
13/10/2016 05:36;48,8721385;0
13/10/2016 05:40;48,93464099;0
13/10/2016 05:44;49,27108465;0
13/10/2016 05:48;48,89570102;0
13/10/2016 05:52;49,04428499;0
13/10/2016 05:56;49,08234204;0
13/10/2016 06:00;49,11254219;0
13/10/2016 06:04;48,98803371;0
13/10/2016 06:08;48,92940592;0
13/10/2016 06:12;49,78824191;0
13/10/2016 06:16;49,02228411;0
13/10/2016 06:20;48,94824416;0
13/10/2016 06:24;48,87501569;0
13/10/2016 06:28;49,02933215;0
13/10/2016 06:32;49,02490672;0
13/10/2016 06:36;48,90208759;0
13/10/2016 06:40;49,05603156;0
13/10/2016 06:44;49,01440881;0
13/10/2016 06:48;48,89922068;0
13/10/2016 06:52;49,31224255;0
13/10/2016 06:56;49,1689422;0
13/10/2016 07:00;48,98623202;0
13/10/2016 07:04;49,40029136;0
13/10/2016 07:08;48,88883812;0
13/10/2016 07:12;49,30004775;0
13/10/2016 07:16;49,1433981;0
13/10/2016 07:20;48,99843234;0
13/10/2016 07:24;48,92751811;0
13/10/2016 07:28;49,50701994;0
13/10/2016 07:32;49,49425186;0
13/10/2016 07:36;48,87104988;0
13/10/2016 07:40;49,31053874;0
13/10/2016 07:44;48,87566992;0
13/10/2016 07:48;49,7655553;0
13/10/2016 07:52;49,11742638;0
13/10/2016 07:56;48,90524001;0
13/10/2016 08:00;48,9917048;0
13/10/2016 08:04;49,06365162;0
13/10/2016 08:08;49,37886884;0
13/10/2016 08:12;49,01171133;0
13/10/2016 08:16;49,45529973;0
13/10/2016 08:20;48,85519725;0
13/10/2016 08:24;49,21624296;0
13/10/2016 08:28;48,8606147;0
13/10/2016 08:32;48,93532713;0
13/10/2016 08:36;48,99013358;0
13/10/2016 08:40;48,94920163;0
13/10/2016 08:44;49,03962247;0
13/10/2016 08:48;49,38216227;0
13/10/2016 08:52;49,18560497;0
13/10/2016 08:56;48,96085218;0
13/10/2016 09:00;49,05518701;0
13/10/2016 09:04;48,9500794;0
13/10/2016 09:08;48,88947155;0
13/10/2016 09:12;48,8762457;0
13/10/2016 09:16;49,56649947;0
13/10/2016 09:20;48,92551916;0
13/10/2016 09:24;49,0744769;0
13/10/2016 09:28;48,92488609;0
